text,label,question,prompts,note
Het was erg bemoedigend.,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Ik voelde me daarna super gemotiveerd!,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Het voelde als een triomf, ik was echt blij.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Ik voelde me opgetogen, het was leuk.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Wat een geweldige ervaring, echt waar!",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Het gaf me zo'n bevredigend gevoel.,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Ik voelde me zó goed erdoor!,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Het heeft me een goed gevoel gegeven.,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Het was een geweldig avontuur.,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Ik voelde me herboren! ,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Het was zo spannend, echt een hoogtepunt!",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Het voelde bevredigend en opwindend.,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Ik voelde me eindelijk competent en capabel.,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Helemaal geweldig, het is fijn om uitgedaagd te worden.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Ik voelde me heel goed, super positief!",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Het was spannend en plezierig. ,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Het voelde erg positief en verrijkend.,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Geweldig, echt een goede ervaring.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Ik voelde me onoverwinnelijk, het was geweldig.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Het gaf me voldoening en zelfvertrouwen.,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Het was opwindend, ik voelde me erg goed.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Ik voelde me super! Het was fantastisch.,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Ik voelde me veel sterker en competenter.,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Het was zo motiverend.,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Ik voelde me super capabel, het was zo voldoening gevend.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Super fijn, ik voelde me echt in mijn element.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Ik voelde me onoverwonnen! ,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Het voelde geweldig, het was zo stimulerend.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Zo geweldig, ik voelde me echt levendig.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Eindeloos goed, ik kon de wereld aan.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Ik voelde enorm trots op mezelf.,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Ik voelde me zo opgeladen en gemotiveerd.,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Het gaf me een enorm gevoel van vreugde. ,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Het was motiverend en bevrijdend.,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Het voelde geweldig, ik hield er echt van.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Super, het gaf me een adrenalinekick.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Ik voelde me krachtig en competent.,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Heel goed, het was gewoon zo opwindend.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Het voelde bevredigend, enorm zelfversterkend.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Ik voelde me heel positief!,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Super, het heeft mijn zelfvertrouwen versterkt.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Het voelde geweldig. Ik voelde me levendig en energiek. ,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Ik voelde me meteen meer vastberaden. Het was opwindend!,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Het voelde uniek en belonend. ,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Ik voelde me super capabel en krachtig.,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Echt goed, ik voelde me zo opgepompt.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Ik voelde me sterk en zeker van mezelf.,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Het voelde fantastisch en verlevendigend!,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Fantastisch, het was een echte motivatie-boost.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Het voelde fijn, het doet me goed om uitgedaagd te worden.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Ik voelde me zeer verkwikt en klaar voor meer.,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Het gaf me een ongelofelijke energieboost!,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Geweldig, het voelde als een enorme overwinning.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Heel positief, ik voelde me enorm versterkt.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Super enthousiast, het was absoluut geweldig.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Het was verblindend, ik voelde me helemaal geladen!",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Heerlijk, het was ontzettend spannend.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Zo goed, het was echt verfrissend.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Walgelijk goed, het was als een licht aan het eind van de tunnel.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Het was fantastisch, ik voelde me behoorlijk krachtig.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
Ik voelde me zekerder en het was echt opwindend.,positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Het was bevredigend, iets wat ik vaker zou willen doen.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Ik voelde me uitgedaagd en opgeladen, erg positief!",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Geweldig gevoel, ik kon de wereld aan.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Ik voelde me onoverwinnelijk, ik vond het geweldig.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Wonderbaarlijk, ik voelde me verfrist en geïnspireerd.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Magisch goed, ik voelde me ongelofelijk sterk.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Het was een boost voor mijn zelfvertrouwen, ik voelde me geweldig!",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Heel goed, ik voelde me veel sterker en capabel.",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Het was echt een geweldige ervaring, ik voelde me zo zelfverzekerd en opgeladen!",positive,"""Hoe voelde je je door die uitdaging?""",I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat.,Generated by GPT-4
"Slecht, eerlijk gezegd.",negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Echt waardeloos.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Absoluut rot.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Volledig onderdrukt.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Helemaal niet goed.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Was behoorlijk stressvol.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
"Overweldigd, gewoon verschrikkelijk!",negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me verslagen.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Zelfs niet proberen te praten.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Alsof ik opgegeven had.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Slechtste gevoel ooit.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Gewoon verschrikkelijk.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Alsof ik niks waard was.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Super ongemakkelijk.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Erger dan ooit.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me mislukt.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Echt afschuwelijk.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Echt melodramatisch.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me onbelangrijk.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Gewoon nutteloos.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Verdomd rot.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Volledig hopeloos.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Heel somber.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me verlamd.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Gewoon verslagen.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Terneergeslagen.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Echt depressief.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Zo vermoeiend.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me ellendig.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me waardeloos.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Alsof ik faalde.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Belachelijk belabberd.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Gewoonweg vreselijk.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me afgeleid.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Ik was gekwetst.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me stom.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Gewoon deprimerend.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Zwaar beladen.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me onzeker.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Zo geïrriteerd.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Gewoon triest.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me uitgeput.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Helemaal gefrustreerd.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me boos.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Echt verschrikkelijk.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Zwaar onder druk.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Gewoon moe.,negative,"""Hoe voelde je je door die uitdaging?""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
